PERMNO,date,PRC,VOL,CFACPR,OPENPRC,NUMTRD
66181,2008/06/25,25.47000,19934900,1,25.41000,
66181,2008/06/26,24.66000,18897800,1,25.23000,
66181,2008/06/27,24.02000,22344100,1,24.66000,
66181,2008/06/30,23.42000,19592900,1,24.02000,
66181,2008/07/01,23.21000,21994800,1,23.11000,
66181,2008/07/02,22.52000,22754100,1,23.25000,
66181,2008/07/03,22.54000,11324000,1,22.67000,
66181,2008/07/07,22.32000,20770400,1,22.65000,
66181,2008/07/08,23.04000,17205600,1,22.31000,
66181,2008/07/09,22.37000,13390800,1,23.11000,
66181,2008/07/10,21.87000,18561000,1,22.41000,
66181,2008/07/11,21.58000,27126700,1,21.58000,
66181,2008/07/14,21.53000,12911900,1,21.90000,
66181,2008/07/15,21.46000,20546500,1,21.39000,
66181,2008/07/16,22.68000,19572500,1,21.53000,
66181,2008/07/17,23.38000,22340500,1,22.79000,
66181,2008/07/18,23.44000,15882900,1,23.82000,
66181,2008/07/21,23.12000,13687500,1,23.62000,
66181,2008/07/22,23.95000,17808400,1,23.00000,
66181,2008/07/23,25.03000,26449800,1,23.76000,
66181,2008/07/24,24.02000,16362700,1,25.00000,
66181,2008/07/25,23.80000,14513200,1,24.11000,
66181,2008/07/28,23.16000,11420800,1,23.44000,
66181,2008/07/29,24.33000,15480000,1,23.30000,
66181,2008/07/30,23.74000,19262200,1,24.70000,
66181,2008/07/31,23.83000,18557600,1,23.58000,
66181,2008/08/01,23.90000,11920700,1,24.03000,
66181,2008/08/04,23.89000,10556300,1,23.82000,
66181,2008/08/05,24.89000,14371300,1,24.10000,
66181,2008/08/06,24.90000,15075300,1,24.50000,
66181,2008/08/07,24.48000,13603900,1,24.70000,
66181,2008/08/08,26.37000,25506600,1,24.50000,
66181,2008/08/11,27.51000,53932200,1,26.26000,
66181,2008/08/12,27.48000,27223000,1,27.35000,
66181,2008/08/13,26.52000,21870200,1,27.32000,
66181,2008/08/14,27.17000,17365500,1,26.23000,
66181,2008/08/15,27.53000,23269200,1,27.20000,
66181,2008/08/18,26.96000,22176000,1,27.76000,
66181,2008/08/19,25.96000,30629400,1,26.98000,
66181,2008/08/20,25.97000,19012400,1,26.01000,
66181,2008/08/21,26.57000,18816600,1,25.60000,
66181,2008/08/22,27.11000,13319600,1,26.69000,
66181,2008/08/25,26.56000,13088300,1,26.98000,
66181,2008/08/26,27.02000,16798900,1,26.53000,
66181,2008/08/27,27.17000,13091500,1,27.02000,
66181,2008/08/28,27.42000,13626100,1,27.41000,
66181,2008/08/29,27.12000,12522700,1,27.22000,
66181,2008/09/02,28.07000,27689500,1,27.65000,
66181,2008/09/03,29.33000,39058300,1,27.94000,
66181,2008/09/04,28.57000,33057500,1,28.95000,
66181,2008/09/05,28.59000,25057600,1,28.32000,
66181,2008/09/08,30.16000,41471700,1,29.80000,
66181,2008/09/09,29.15000,35967300,1,30.18000,
66181,2008/09/10,29.10000,19822200,1,29.34000,
66181,2008/09/11,29.50000,27519200,1,28.55000,
66181,2008/09/12,28.80000,25732300,1,29.17000,
66181,2008/09/15,28.50000,27679300,1,27.52000,
66181,2008/09/16,27.58000,42932500,1,27.89000,
66181,2008/09/17,25.62000,42991000,1,26.84000,
66181,2008/09/18,26.95000,42125200,1,26.00000,
